"","vendor","date","week","day","fuel","price","week_rank","origin"
"1176","TankOno",2020-06-06,"2020/w22","Saturday","DIESEL",19.75,"202022","webslurp"
"1175","TankOno",2020-06-06,"2020/w22","Saturday","NATURAL95",20.25,"202022","webslurp"
"1174","TankOno",2020-06-06,"2020/w22","Saturday","NATURAL98",22.23,"202022","webslurp"
"1173","AXIGON",2020-06-06,"2020/w22","Saturday","Diesel",20.82,"202022","webslurp"
"3","TankOno",2020-06-04,"2020/w22","Thursday","NATURAL98",21.9,"202022","webslurp"
"2","TankOno",2020-06-04,"2020/w22","Thursday","NATURAL95",19.75,"202022","webslurp"
"1","TankOno",2020-06-04,"2020/w22","Thursday","DIESEL",19.42,"202022","webslurp"
"4","AXIGON",2020-06-04,"2020/w22","Thursday","Diesel",20.82,"202022","webslurp"
"7","TankOno",2020-06-03,"2020/w22","Wednesday","DIESEL",19.42,"202022","webslurp"
"6","TankOno",2020-06-03,"2020/w22","Wednesday","NATURAL95",19.75,"202022","webslurp"
"5","TankOno",2020-06-03,"2020/w22","Wednesday","NATURAL98",21.9,"202022","webslurp"
"8","AXIGON",2020-06-03,"2020/w22","Wednesday","Diesel",20.82,"202022","webslurp"
"11","TankOno",2020-06-02,"2020/w22","Tuesday","NATURAL98",21.9,"202022","webslurp"
"10","TankOno",2020-06-02,"2020/w22","Tuesday","NATURAL95",19.75,"202022","webslurp"
"9","TankOno",2020-06-02,"2020/w22","Tuesday","DIESEL",19.42,"202022","webslurp"
"12","AXIGON",2020-06-02,"2020/w22","Tuesday","Diesel",20.82,"202022","webslurp"
"15","TankOno",2020-06-01,"2020/w22","Monday","DIESEL",19.42,"202021","webslurp"
"14","TankOno",2020-06-01,"2020/w22","Monday","NATURAL95",19.75,"202021","webslurp"
"13","TankOno",2020-06-01,"2020/w22","Monday","NATURAL98",21.9,"202021","webslurp"
"16","AXIGON",2020-06-01,"2020/w22","Monday","Diesel",20.82,"202021","webslurp"
"19","TankOno",2020-05-28,"2020/w21","Thursday","NATURAL98",21.9,"202021","webslurp"
"18","TankOno",2020-05-28,"2020/w21","Thursday","NATURAL95",19.75,"202021","webslurp"
"17","TankOno",2020-05-28,"2020/w21","Thursday","DIESEL",19.42,"202021","webslurp"
"20","AXIGON",2020-05-28,"2020/w21","Thursday","Diesel",20.82,"202021","webslurp"
"23","TankOno",2020-05-27,"2020/w21","Wednesday","DIESEL",19.42,"202021","webslurp"
"22","TankOno",2020-05-27,"2020/w21","Wednesday","NATURAL95",19.75,"202021","webslurp"
"21","TankOno",2020-05-27,"2020/w21","Wednesday","NATURAL98",21.9,"202021","webslurp"
"24","AXIGON",2020-05-27,"2020/w21","Wednesday","Diesel",20.82,"202021","webslurp"
"25","TwinTrans",2020-05-22,"2020/w20","Friday","JET",13,"202020","webslurp"
"28","TankOno",2020-05-22,"2020/w20","Friday","NATURAL98",21.4,"202020","webslurp"
"27","TankOno",2020-05-22,"2020/w20","Friday","NATURAL95",19.42,"202020","webslurp"
"26","TankOno",2020-05-22,"2020/w20","Friday","DIESEL",18.93,"202020","webslurp"
"29","AXIGON",2020-05-22,"2020/w20","Friday","Diesel",20.49,"202020","webslurp"
"30","TwinTrans",2020-05-21,"2020/w20","Thursday","JET",13,"202020","webslurp"
"33","TankOno",2020-05-21,"2020/w20","Thursday","DIESEL",18.93,"202020","webslurp"
"32","TankOno",2020-05-21,"2020/w20","Thursday","NATURAL95",19.42,"202020","webslurp"
"31","TankOno",2020-05-21,"2020/w20","Thursday","NATURAL98",21.4,"202020","webslurp"
"34","AXIGON",2020-05-21,"2020/w20","Thursday","Diesel",20.49,"202020","webslurp"
"35","TwinTrans",2020-05-20,"2020/w20","Wednesday","JET",13,"202020","webslurp"
"38","TankOno",2020-05-20,"2020/w20","Wednesday","NATURAL98",21.4,"202020","webslurp"
"37","TankOno",2020-05-20,"2020/w20","Wednesday","NATURAL95",19.42,"202020","webslurp"
"36","TankOno",2020-05-20,"2020/w20","Wednesday","DIESEL",18.93,"202020","webslurp"
"39","AXIGON",2020-05-20,"2020/w20","Wednesday","Diesel",20.49,"202020","webslurp"
"40","TwinTrans",2020-05-14,"2020/w19","Thursday","JET",13,"202019","webslurp"
"43","TankOno",2020-05-14,"2020/w19","Thursday","DIESEL",18.93,"202019","webslurp"
"42","TankOno",2020-05-14,"2020/w19","Thursday","NATURAL95",18.6,"202019","webslurp"
"41","TankOno",2020-05-14,"2020/w19","Thursday","NATURAL98",20.58,"202019","webslurp"
"44","AXIGON",2020-05-14,"2020/w19","Thursday","Diesel",20.07,"202019","webslurp"
"45","TwinTrans",2020-05-13,"2020/w19","Wednesday","JET",13,"202019","webslurp"
"48","TankOno",2020-05-13,"2020/w19","Wednesday","NATURAL98",20.58,"202019","webslurp"
"47","TankOno",2020-05-13,"2020/w19","Wednesday","NATURAL95",18.6,"202019","webslurp"
"46","TankOno",2020-05-13,"2020/w19","Wednesday","DIESEL",18.93,"202019","webslurp"
"49","AXIGON",2020-05-13,"2020/w19","Wednesday","Diesel",20.07,"202019","webslurp"
"50","TwinTrans",2020-05-12,"2020/w19","Tuesday","JET",13,"202019","webslurp"
"53","TankOno",2020-05-12,"2020/w19","Tuesday","DIESEL",18.93,"202019","webslurp"
"52","TankOno",2020-05-12,"2020/w19","Tuesday","NATURAL95",18.6,"202019","webslurp"
"51","TankOno",2020-05-12,"2020/w19","Tuesday","NATURAL98",20.58,"202019","webslurp"
"54","AXIGON",2020-05-12,"2020/w19","Tuesday","Diesel",20.07,"202019","webslurp"
"55","TwinTrans",2020-05-11,"2020/w19","Monday","JET",13,"202018","webslurp"
"58","TankOno",2020-05-11,"2020/w19","Monday","NATURAL98",20.58,"202018","webslurp"
"57","TankOno",2020-05-11,"2020/w19","Monday","NATURAL95",18.6,"202018","webslurp"
"56","TankOno",2020-05-11,"2020/w19","Monday","DIESEL",18.93,"202018","webslurp"
"59","AXIGON",2020-05-11,"2020/w19","Monday","Diesel",19.83,"202018","webslurp"
"60","TwinTrans",2020-05-07,"2020/w18","Thursday","JET",13,"202018","webslurp"
"63","TankOno",2020-05-07,"2020/w18","Thursday","NATURAL98",20.25,"202018","webslurp"
"62","TankOno",2020-05-07,"2020/w18","Thursday","NATURAL95",18.1,"202018","webslurp"
"61","TankOno",2020-05-07,"2020/w18","Thursday","DIESEL",18.93,"202018","webslurp"
"64","AXIGON",2020-05-07,"2020/w18","Thursday","Diesel",19.83,"202018","webslurp"
"65","TwinTrans",2020-05-05,"2020/w18","Tuesday","JET",13,"202018","webslurp"
"68","TankOno",2020-05-05,"2020/w18","Tuesday","DIESEL",18.93,"202018","webslurp"
"67","TankOno",2020-05-05,"2020/w18","Tuesday","NATURAL95",18.1,"202018","webslurp"
"66","TankOno",2020-05-05,"2020/w18","Tuesday","NATURAL98",20.25,"202018","webslurp"
"69","AXIGON",2020-05-05,"2020/w18","Tuesday","Diesel",19.83,"202018","webslurp"
"70","TwinTrans",2020-05-04,"2020/w18","Monday","JET",13,"202017","webslurp"
"73","TankOno",2020-05-04,"2020/w18","Monday","NATURAL98",20.25,"202017","webslurp"
"72","TankOno",2020-05-04,"2020/w18","Monday","NATURAL95",18.1,"202017","webslurp"
"71","TankOno",2020-05-04,"2020/w18","Monday","DIESEL",18.93,"202017","webslurp"
"74","AXIGON",2020-05-04,"2020/w18","Monday","Diesel",19.83,"202017","webslurp"
"75","TwinTrans",2020-04-30,"2020/w17","Thursday","JET",15,"202017","webslurp"
"78","TankOno",2020-04-30,"2020/w17","Thursday","DIESEL",18.93,"202017","webslurp"
"77","TankOno",2020-04-30,"2020/w17","Thursday","NATURAL95",18.1,"202017","webslurp"
"76","TankOno",2020-04-30,"2020/w17","Thursday","NATURAL98",20.25,"202017","webslurp"
"79","AXIGON",2020-04-30,"2020/w17","Thursday","Diesel",19.83,"202017","webslurp"
"80","TwinTrans",2020-04-29,"2020/w17","Wednesday","JET",15,"202017","webslurp"
"83","TankOno",2020-04-29,"2020/w17","Wednesday","DIESEL",18.93,"202017","webslurp"
"82","TankOno",2020-04-29,"2020/w17","Wednesday","NATURAL95",18.1,"202017","webslurp"
"81","TankOno",2020-04-29,"2020/w17","Wednesday","NATURAL98",20.25,"202017","webslurp"
"84","AXIGON",2020-04-29,"2020/w17","Wednesday","Diesel",19.83,"202017","webslurp"
"85","TwinTrans",2020-04-28,"2020/w17","Tuesday","JET",15,"202017","webslurp"
"88","TankOno",2020-04-28,"2020/w17","Tuesday","NATURAL98",20.25,"202017","webslurp"
"87","TankOno",2020-04-28,"2020/w17","Tuesday","NATURAL95",18.1,"202017","webslurp"
"86","TankOno",2020-04-28,"2020/w17","Tuesday","DIESEL",18.93,"202017","webslurp"
"89","AXIGON",2020-04-28,"2020/w17","Tuesday","Diesel",19.83,"202017","webslurp"
"90","TwinTrans",2020-04-27,"2020/w17","Monday","JET",15,"202016","webslurp"
"93","TankOno",2020-04-27,"2020/w17","Monday","DIESEL",18.93,"202016","webslurp"
"92","TankOno",2020-04-27,"2020/w17","Monday","NATURAL95",18.1,"202016","webslurp"
"91","TankOno",2020-04-27,"2020/w17","Monday","NATURAL98",20.25,"202016","webslurp"
"94","AXIGON",2020-04-27,"2020/w17","Monday","Diesel",20.65,"202016","webslurp"
"95","TwinTrans",2020-04-26,"2020/w16","Sunday","JET",15,"202016","webslurp"
"98","TankOno",2020-04-26,"2020/w16","Sunday","NATURAL98",20.25,"202016","webslurp"
"97","TankOno",2020-04-26,"2020/w16","Sunday","NATURAL95",18.1,"202016","webslurp"
"96","TankOno",2020-04-26,"2020/w16","Sunday","DIESEL",18.93,"202016","webslurp"
"99","AXIGON",2020-04-26,"2020/w16","Sunday","Diesel",20.65,"202016","webslurp"
"100","TwinTrans",2020-04-25,"2020/w16","Saturday","JET",15,"202016","webslurp"
"103","TankOno",2020-04-25,"2020/w16","Saturday","DIESEL",18.93,"202016","webslurp"
"102","TankOno",2020-04-25,"2020/w16","Saturday","NATURAL95",18.1,"202016","webslurp"
"101","TankOno",2020-04-25,"2020/w16","Saturday","NATURAL98",20.25,"202016","webslurp"
"104","AXIGON",2020-04-25,"2020/w16","Saturday","Diesel",20.65,"202016","webslurp"
"105","TwinTrans",2020-04-22,"2020/w16","Wednesday","JET",15,"202016","webslurp"
"108","TankOno",2020-04-22,"2020/w16","Wednesday","DIESEL",19.75,"202016","webslurp"
"107","TankOno",2020-04-22,"2020/w16","Wednesday","NATURAL95",18.6,"202016","webslurp"
"106","TankOno",2020-04-22,"2020/w16","Wednesday","NATURAL98",20.58,"202016","webslurp"
"109","AXIGON",2020-04-22,"2020/w16","Wednesday","Diesel",20.65,"202016","webslurp"
"110","TwinTrans",2020-04-21,"2020/w16","Tuesday","JET",15,"202016","webslurp"
"113","TankOno",2020-04-21,"2020/w16","Tuesday","NATURAL98",20.58,"202016","webslurp"
"112","TankOno",2020-04-21,"2020/w16","Tuesday","NATURAL95",18.6,"202016","webslurp"
"111","TankOno",2020-04-21,"2020/w16","Tuesday","DIESEL",19.75,"202016","webslurp"
"114","AXIGON",2020-04-21,"2020/w16","Tuesday","Diesel",20.65,"202016","webslurp"
"115","TwinTrans",2020-04-20,"2020/w16","Monday","JET",15,"202015","webslurp"
"118","TankOno",2020-04-20,"2020/w16","Monday","DIESEL",19.75,"202015","webslurp"
"117","TankOno",2020-04-20,"2020/w16","Monday","NATURAL95",18.6,"202015","webslurp"
"116","TankOno",2020-04-20,"2020/w16","Monday","NATURAL98",20.58,"202015","webslurp"
"119","AXIGON",2020-04-20,"2020/w16","Monday","Diesel",21.23,"202015","webslurp"
"120","TwinTrans",2020-04-16,"2020/w15","Thursday","JET",15,"202015","webslurp"
"123","TankOno",2020-04-16,"2020/w15","Thursday","NATURAL98",21.07,"202015","webslurp"
"122","TankOno",2020-04-16,"2020/w15","Thursday","NATURAL95",18.93,"202015","webslurp"
"121","TankOno",2020-04-16,"2020/w15","Thursday","DIESEL",19.75,"202015","webslurp"
"124","AXIGON",2020-04-16,"2020/w15","Thursday","Diesel",21.23,"202015","webslurp"
"125","TwinTrans",2020-04-15,"2020/w15","Wednesday","JET",15,"202015","webslurp"
"128","TankOno",2020-04-15,"2020/w15","Wednesday","DIESEL",19.75,"202015","webslurp"
"127","TankOno",2020-04-15,"2020/w15","Wednesday","NATURAL95",18.93,"202015","webslurp"
"126","TankOno",2020-04-15,"2020/w15","Wednesday","NATURAL98",21.07,"202015","webslurp"
"129","AXIGON",2020-04-15,"2020/w15","Wednesday","Diesel",21.23,"202015","webslurp"
"130","TwinTrans",2020-04-14,"2020/w15","Tuesday","JET",15,"202015","webslurp"
"133","TankOno",2020-04-14,"2020/w15","Tuesday","NATURAL98",21.07,"202015","webslurp"
"132","TankOno",2020-04-14,"2020/w15","Tuesday","NATURAL95",18.93,"202015","webslurp"
"131","TankOno",2020-04-14,"2020/w15","Tuesday","DIESEL",19.75,"202015","webslurp"
"134","AXIGON",2020-04-14,"2020/w15","Tuesday","Diesel",21.4,"202015","webslurp"
"135","TwinTrans",2020-04-09,"2020/w14","Thursday","JET",15,"202014","webslurp"
"138","TankOno",2020-04-09,"2020/w14","Thursday","DIESEL",19.75,"202014","webslurp"
"137","TankOno",2020-04-09,"2020/w14","Thursday","NATURAL95",18.93,"202014","webslurp"
"136","TankOno",2020-04-09,"2020/w14","Thursday","NATURAL98",21.07,"202014","webslurp"
"139","AXIGON",2020-04-09,"2020/w14","Thursday","Diesel",21.4,"202014","webslurp"
"140","TwinTrans",2020-04-08,"2020/w14","Wednesday","JET",15,"202014","webslurp"
"143","TankOno",2020-04-08,"2020/w14","Wednesday","NATURAL98",21.07,"202014","webslurp"
"142","TankOno",2020-04-08,"2020/w14","Wednesday","NATURAL95",18.93,"202014","webslurp"
"141","TankOno",2020-04-08,"2020/w14","Wednesday","DIESEL",19.75,"202014","webslurp"
"144","AXIGON",2020-04-08,"2020/w14","Wednesday","Diesel",21.4,"202014","webslurp"
"145","TwinTrans",2020-04-06,"2020/w14","Monday","JET",15,"202013","webslurp"
"148","TankOno",2020-04-06,"2020/w14","Monday","DIESEL",19.75,"202013","webslurp"
"147","TankOno",2020-04-06,"2020/w14","Monday","NATURAL95",18.93,"202013","webslurp"
"146","TankOno",2020-04-06,"2020/w14","Monday","NATURAL98",21.07,"202013","webslurp"
"149","AXIGON",2020-04-06,"2020/w14","Monday","Diesel",21.4,"202013","webslurp"
"150","TwinTrans",2020-04-01,"2020/w13","Wednesday","JET",18,"202013","webslurp"
"153","TankOno",2020-04-01,"2020/w13","Wednesday","NATURAL98",21.07,"202013","webslurp"
"152","TankOno",2020-04-01,"2020/w13","Wednesday","NATURAL95",18.93,"202013","webslurp"
"151","TankOno",2020-04-01,"2020/w13","Wednesday","DIESEL",20.25,"202013","webslurp"
"154","AXIGON",2020-04-01,"2020/w13","Wednesday","Diesel",21.4,"202013","webslurp"
"155","TwinTrans",2020-03-31,"2020/w13","Tuesday","JET",18,"202013","webslurp"
"158","TankOno",2020-03-31,"2020/w13","Tuesday","DIESEL",20.25,"202013","webslurp"
"157","TankOno",2020-03-31,"2020/w13","Tuesday","NATURAL95",18.93,"202013","webslurp"
"156","TankOno",2020-03-31,"2020/w13","Tuesday","NATURAL98",21.07,"202013","webslurp"
"159","AXIGON",2020-03-31,"2020/w13","Tuesday","Diesel",21.4,"202013","webslurp"
"160","TwinTrans",2020-03-26,"2020/w12","Thursday","JET",18,"202012","webslurp"
"163","TankOno",2020-03-26,"2020/w12","Thursday","NATURAL98",21.9,"202012","webslurp"
"162","TankOno",2020-03-26,"2020/w12","Thursday","NATURAL95",19.75,"202012","webslurp"
"161","TankOno",2020-03-26,"2020/w12","Thursday","DIESEL",20.25,"202012","webslurp"
"164","AXIGON",2020-03-26,"2020/w12","Thursday","Diesel",21.4,"202012","webslurp"
"165","TwinTrans",2020-03-25,"2020/w12","Wednesday","JET",18,"202012","webslurp"
"168","TankOno",2020-03-25,"2020/w12","Wednesday","DIESEL",20.25,"202012","webslurp"
"167","TankOno",2020-03-25,"2020/w12","Wednesday","NATURAL95",19.75,"202012","webslurp"
"166","TankOno",2020-03-25,"2020/w12","Wednesday","NATURAL98",21.9,"202012","webslurp"
"169","AXIGON",2020-03-25,"2020/w12","Wednesday","Diesel",21.4,"202012","webslurp"
"170","TwinTrans",2020-03-23,"2020/w12","Monday","JET",18,"202011","webslurp"
"173","TankOno",2020-03-23,"2020/w12","Monday","NATURAL98",21.9,"202011","webslurp"
"172","TankOno",2020-03-23,"2020/w12","Monday","NATURAL95",19.75,"202011","webslurp"
"171","TankOno",2020-03-23,"2020/w12","Monday","DIESEL",20.25,"202011","webslurp"
"174","AXIGON",2020-03-23,"2020/w12","Monday","Diesel",22.31,"202011","webslurp"
"175","TwinTrans",2020-03-17,"2020/w11","Tuesday","JET",18,"202011","webslurp"
"178","TankOno",2020-03-17,"2020/w11","Tuesday","DIESEL",20.58,"202011","webslurp"
"177","TankOno",2020-03-17,"2020/w11","Tuesday","NATURAL95",20.58,"202011","webslurp"
"176","TankOno",2020-03-17,"2020/w11","Tuesday","NATURAL98",22.73,"202011","webslurp"
"179","AXIGON",2020-03-17,"2020/w11","Tuesday","Diesel",22.31,"202011","webslurp"
"180","TwinTrans",2020-03-12,"2020/w10","Thursday","JET",19,"202010","webslurp"
"183","TankOno",2020-03-12,"2020/w10","Thursday","NATURAL98",25.21,"202010","webslurp"
"182","TankOno",2020-03-12,"2020/w10","Thursday","NATURAL95",23.06,"202010","webslurp"
"181","TankOno",2020-03-12,"2020/w10","Thursday","DIESEL",22.23,"202010","webslurp"
"184","AXIGON",2020-03-12,"2020/w10","Thursday","Diesel",23.63,"202010","webslurp"
"185","TwinTrans",2020-03-11,"2020/w10","Wednesday","JET",19,"202010","webslurp"
"188","TankOno",2020-03-11,"2020/w10","Wednesday","DIESEL",22.23,"202010","webslurp"
"187","TankOno",2020-03-11,"2020/w10","Wednesday","NATURAL95",23.06,"202010","webslurp"
"186","TankOno",2020-03-11,"2020/w10","Wednesday","NATURAL98",25.21,"202010","webslurp"
"189","AXIGON",2020-03-11,"2020/w10","Wednesday","Diesel",23.63,"202010","webslurp"
"190","TwinTrans",2020-03-10,"2020/w10","Tuesday","JET",19,"202010","webslurp"
"193","TankOno",2020-03-10,"2020/w10","Tuesday","NATURAL98",25.54,"202010","webslurp"
"192","TankOno",2020-03-10,"2020/w10","Tuesday","NATURAL95",23.55,"202010","webslurp"
"191","TankOno",2020-03-10,"2020/w10","Tuesday","DIESEL",22.73,"202010","webslurp"
"194","AXIGON",2020-03-10,"2020/w10","Tuesday","Diesel",23.63,"202010","webslurp"
"195","TwinTrans",2020-03-09,"2020/w10","Monday","JET",19,"202009","webslurp"
"198","TankOno",2020-03-09,"2020/w10","Monday","DIESEL",22.73,"202009","webslurp"
"197","TankOno",2020-03-09,"2020/w10","Monday","NATURAL95",23.55,"202009","webslurp"
"196","TankOno",2020-03-09,"2020/w10","Monday","NATURAL98",25.54,"202009","webslurp"
"199","AXIGON",2020-03-09,"2020/w10","Monday","Diesel",24.12,"202009","webslurp"
"200","TwinTrans",2020-03-06,"2020/w09","Friday","JET",19,"202009","webslurp"
"203","TankOno",2020-03-06,"2020/w09","Friday","NATURAL98",25.54,"202009","webslurp"
"202","TankOno",2020-03-06,"2020/w09","Friday","NATURAL95",23.55,"202009","webslurp"
"201","TankOno",2020-03-06,"2020/w09","Friday","DIESEL",22.73,"202009","webslurp"
"204","AXIGON",2020-03-06,"2020/w09","Friday","Diesel",24.12,"202009","webslurp"
"205","TwinTrans",2020-03-05,"2020/w09","Thursday","JET",19,"202009","webslurp"
"208","TankOno",2020-03-05,"2020/w09","Thursday","DIESEL",23.55,"202009","webslurp"
"207","TankOno",2020-03-05,"2020/w09","Thursday","NATURAL95",24.38,"202009","webslurp"
"206","TankOno",2020-03-05,"2020/w09","Thursday","NATURAL98",26.36,"202009","webslurp"
"209","AXIGON",2020-03-05,"2020/w09","Thursday","Diesel",24.12,"202009","webslurp"
"210","TwinTrans",2020-03-04,"2020/w09","Wednesday","JET",19,"202009","webslurp"
"213","TankOno",2020-03-04,"2020/w09","Wednesday","DIESEL",23.55,"202009","webslurp"
"212","TankOno",2020-03-04,"2020/w09","Wednesday","NATURAL95",24.38,"202009","webslurp"
"211","TankOno",2020-03-04,"2020/w09","Wednesday","NATURAL98",26.36,"202009","webslurp"
"214","AXIGON",2020-03-04,"2020/w09","Wednesday","Diesel",24.12,"202009","webslurp"
"215","TwinTrans",2020-03-03,"2020/w09","Tuesday","JET",19,"202009","webslurp"
"218","TankOno",2020-03-03,"2020/w09","Tuesday","NATURAL98",26.36,"202009","webslurp"
"217","TankOno",2020-03-03,"2020/w09","Tuesday","NATURAL95",24.38,"202009","webslurp"
"216","TankOno",2020-03-03,"2020/w09","Tuesday","DIESEL",23.55,"202009","webslurp"
"219","AXIGON",2020-03-03,"2020/w09","Tuesday","Diesel",24.12,"202009","webslurp"
"220","TwinTrans",2020-03-02,"2020/w09","Monday","JET",19,"202008","webslurp"
"223","TankOno",2020-03-02,"2020/w09","Monday","DIESEL",23.55,"202008","webslurp"
"222","TankOno",2020-03-02,"2020/w09","Monday","NATURAL95",24.38,"202008","webslurp"
"221","TankOno",2020-03-02,"2020/w09","Monday","NATURAL98",26.36,"202008","webslurp"
"224","AXIGON",2020-03-02,"2020/w09","Monday","Diesel",24.7,"202008","webslurp"
"225","TwinTrans",2020-02-28,"2020/w08","Friday","JET",20,"202008","webslurp"
"228","TankOno",2020-02-28,"2020/w08","Friday","DIESEL",23.55,"202008","webslurp"
"227","TankOno",2020-02-28,"2020/w08","Friday","NATURAL95",24.38,"202008","webslurp"
"226","TankOno",2020-02-28,"2020/w08","Friday","NATURAL98",26.36,"202008","webslurp"
"229","AXIGON",2020-02-28,"2020/w08","Friday","Diesel",24.7,"202008","webslurp"
"230","TwinTrans",2020-02-27,"2020/w08","Thursday","JET",20,"202008","webslurp"
"233","TankOno",2020-02-27,"2020/w08","Thursday","NATURAL98",26.36,"202008","webslurp"
"232","TankOno",2020-02-27,"2020/w08","Thursday","NATURAL95",24.38,"202008","webslurp"
"231","TankOno",2020-02-27,"2020/w08","Thursday","DIESEL",23.55,"202008","webslurp"
"234","AXIGON",2020-02-27,"2020/w08","Thursday","Diesel",24.7,"202008","webslurp"
"235","TwinTrans",2020-02-26,"2020/w08","Wednesday","JET",20,"202008","webslurp"
"238","TankOno",2020-02-26,"2020/w08","Wednesday","DIESEL",23.55,"202008","webslurp"
"237","TankOno",2020-02-26,"2020/w08","Wednesday","NATURAL95",24.38,"202008","webslurp"
"236","TankOno",2020-02-26,"2020/w08","Wednesday","NATURAL98",26.36,"202008","webslurp"
"239","AXIGON",2020-02-26,"2020/w08","Wednesday","Diesel",24.7,"202008","webslurp"
"240","TwinTrans",2020-02-25,"2020/w08","Tuesday","JET",20,"202008","webslurp"
"243","TankOno",2020-02-25,"2020/w08","Tuesday","NATURAL98",26.36,"202008","webslurp"
"242","TankOno",2020-02-25,"2020/w08","Tuesday","NATURAL95",24.38,"202008","webslurp"
"241","TankOno",2020-02-25,"2020/w08","Tuesday","DIESEL",23.55,"202008","webslurp"
"244","AXIGON",2020-02-25,"2020/w08","Tuesday","Diesel",24.7,"202008","webslurp"
"245","TwinTrans",2020-02-21,"2020/w07","Friday","JET",20,"202007","webslurp"
"248","TankOno",2020-02-21,"2020/w07","Friday","NATURAL98",26.36,"202007","webslurp"
"247","TankOno",2020-02-21,"2020/w07","Friday","NATURAL95",24.38,"202007","webslurp"
"246","TankOno",2020-02-21,"2020/w07","Friday","DIESEL",23.55,"202007","webslurp"
"249","AXIGON",2020-02-21,"2020/w07","Friday","Diesel",24.62,"202007","webslurp"
"250","TwinTrans",2020-02-20,"2020/w07","Thursday","JET",20,"202007","webslurp"
"253","TankOno",2020-02-20,"2020/w07","Thursday","DIESEL",23.55,"202007","webslurp"
"252","TankOno",2020-02-20,"2020/w07","Thursday","NATURAL95",24.38,"202007","webslurp"
"251","TankOno",2020-02-20,"2020/w07","Thursday","NATURAL98",26.36,"202007","webslurp"
"254","AXIGON",2020-02-20,"2020/w07","Thursday","Diesel",24.62,"202007","webslurp"
"255","TwinTrans",2020-02-18,"2020/w07","Tuesday","JET",20,"202007","webslurp"
"258","TankOno",2020-02-18,"2020/w07","Tuesday","NATURAL98",26.36,"202007","webslurp"
"257","TankOno",2020-02-18,"2020/w07","Tuesday","NATURAL95",24.38,"202007","webslurp"
"256","TankOno",2020-02-18,"2020/w07","Tuesday","DIESEL",23.55,"202007","webslurp"
"259","AXIGON",2020-02-18,"2020/w07","Tuesday","Diesel",24.62,"202007","webslurp"
"260","TwinTrans",2020-02-14,"2020/w06","Friday","JET",20,"202006","webslurp"
"263","TankOno",2020-02-14,"2020/w06","Friday","NATURAL98",26.36,"202006","webslurp"
"262","TankOno",2020-02-14,"2020/w06","Friday","NATURAL95",24.38,"202006","webslurp"
"261","TankOno",2020-02-14,"2020/w06","Friday","DIESEL",23.55,"202006","webslurp"
"264","AXIGON",2020-02-14,"2020/w06","Friday","Diesel",24.54,"202006","webslurp"
"265","TwinTrans",2020-02-13,"2020/w06","Thursday","JET",20,"202006","webslurp"
"268","TankOno",2020-02-13,"2020/w06","Thursday","DIESEL",23.55,"202006","webslurp"
"267","TankOno",2020-02-13,"2020/w06","Thursday","NATURAL95",24.38,"202006","webslurp"
"266","TankOno",2020-02-13,"2020/w06","Thursday","NATURAL98",26.36,"202006","webslurp"
"269","AXIGON",2020-02-13,"2020/w06","Thursday","Diesel",24.54,"202006","webslurp"
"270","TwinTrans",2020-02-07,"2020/w05","Friday","JET",20,"202005","webslurp"
"273","TankOno",2020-02-07,"2020/w05","Friday","NATURAL98",26.36,"202005","webslurp"
"272","TankOno",2020-02-07,"2020/w05","Friday","NATURAL95",24.38,"202005","webslurp"
"271","TankOno",2020-02-07,"2020/w05","Friday","DIESEL",23.88,"202005","webslurp"
"274","AXIGON",2020-02-07,"2020/w05","Friday","Diesel",24.79,"202005","webslurp"
"275","TwinTrans",2020-02-06,"2020/w05","Thursday","JET",20,"202005","webslurp"
"278","TankOno",2020-02-06,"2020/w05","Thursday","DIESEL",23.88,"202005","webslurp"
"277","TankOno",2020-02-06,"2020/w05","Thursday","NATURAL95",24.38,"202005","webslurp"
"276","TankOno",2020-02-06,"2020/w05","Thursday","NATURAL98",26.36,"202005","webslurp"
"279","AXIGON",2020-02-06,"2020/w05","Thursday","Diesel",24.79,"202005","webslurp"
"280","TwinTrans",2020-02-05,"2020/w05","Wednesday","JET",20,"202005","webslurp"
"283","TankOno",2020-02-05,"2020/w05","Wednesday","NATURAL98",26.36,"202005","webslurp"
"282","TankOno",2020-02-05,"2020/w05","Wednesday","NATURAL95",24.38,"202005","webslurp"
"281","TankOno",2020-02-05,"2020/w05","Wednesday","DIESEL",23.88,"202005","webslurp"
"284","AXIGON",2020-02-05,"2020/w05","Wednesday","Diesel",24.79,"202005","webslurp"
"285","TwinTrans",2020-02-04,"2020/w05","Tuesday","JET",20,"202005","webslurp"
"288","TankOno",2020-02-04,"2020/w05","Tuesday","DIESEL",23.88,"202005","webslurp"
"287","TankOno",2020-02-04,"2020/w05","Tuesday","NATURAL95",24.38,"202005","webslurp"
"286","TankOno",2020-02-04,"2020/w05","Tuesday","NATURAL98",26.36,"202005","webslurp"
"289","AXIGON",2020-02-04,"2020/w05","Tuesday","Diesel",24.79,"202005","webslurp"
"290","TwinTrans",2020-02-03,"2020/w05","Monday","JET",20,"202004","webslurp"
"293","TankOno",2020-02-03,"2020/w05","Monday","NATURAL98",26.36,"202004","webslurp"
"292","TankOno",2020-02-03,"2020/w05","Monday","NATURAL95",24.38,"202004","webslurp"
